Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
India,1,Jammu And Kashmir,2014,RAW COAL,PULP & PAPER,8000
India,1,Jammu And Kashmir,2014,RAW COAL,CEMENT,15000
India,1,Jammu And Kashmir,2015,RAW COAL,OTHER,12000
India,1,Jammu And Kashmir,2020,RAW COAL,CEMENT,7848.104323
India,1,Jammu And Kashmir,2019,RAW COAL,OTHER,24000
India,2,Himachal Pradesh,2012,RAW COAL,OTHER,2000
India,2,Himachal Pradesh,2011,RAW COAL,OTHER,34000
India,2,Himachal Pradesh,2013,RAW COAL,POWER (CAPTIVE),68000
India,2,Himachal Pradesh,2018,RAW COAL,CEMENT,26000
India,2,Himachal Pradesh,2014,RAW COAL,CEMENT,281000
India,3,Punjab,2011,RAW COAL,OTHER,240000
India,2,Himachal Pradesh,2019,RAW COAL,CEMENT,22000
India,3,Punjab,2013,RAW COAL,FERTILISERS,948000
India,2,Himachal Pradesh,2020,RAW COAL,OTHER,4000
India,3,Punjab,2017,WASHED COAL,POWER (UTILITY),12000
India,3,Punjab,2014,RAW COAL,FERTILISERS,693000
India,3,Punjab,2018,RAW COAL,FERTILISERS,522000
India,3,Punjab,2015,RAW COAL,POWER (CAPTIVE),7206000
India,3,Punjab,2019,LIGNITE,POWER (UTILITY),58000
India,3,Punjab,2015,RAW COAL,POWER (UTILITY),10209000
India,3,Punjab,2019,LIGNITE,TEXTILES & RAYONS,57000
India,3,Punjab,2018,RAW COAL,OTHER,40000
India,5,Uttarakhand,2013,RAW COAL,OTHER,293000
India,3,Punjab,2019,LIGNITE,OTHER,711000
India,6,Haryana,2013,RAW COAL,POWER (UTILITY),15633000
India,3,Punjab,2019,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),186000
India,6,Haryana,2014,WASHED COAL,POWER (UTILITY),79000
India,3,Punjab,2019,RAW COAL,FERTILISERS,557000
India,6,Haryana,2015,MIDDLINGS,POWER (UTILITY),204000
India,5,Uttarakhand,2016,RAW COAL,OTHER,76000
India,6,Haryana,2015,RAW COAL,POWER (UTILITY),13944000
India,5,Uttarakhand,2019,RAW COAL,OTHER,3042000
India,6,Haryana,2020,MIDDLINGS,POWER (CAPTIVE),6000
India,6,Haryana,2011,RAW COAL,FERTILISERS,622000
India,7,Delhi,2013,RAW COAL,POWER (UTILITY),3660000
India,6,Haryana,2012,RAW COAL,OTHER,47000
India,7,Delhi,2014,RAW COAL,CEMENT,15000
India,6,Haryana,2013,RAW COAL,FERTILISERS,508000
India,7,Delhi,2016,RAW COAL,PULP & PAPER,29000
India,6,Haryana,2013,RAW COAL,OTHER,62000
India,7,Delhi,2018,MIDDLINGS,POWER (UTILITY),39000
India,6,Haryana,2016,MIDDLINGS,POWER (UTILITY),175000
India,7,Delhi,2019,MIDDLINGS,POWER (UTILITY),55000
India,6,Haryana,2016,RAW COAL,OTHER,45000
India,7,Delhi,2019,RAW COAL,OTHER,1000
India,6,Haryana,2016,RAW COAL,POWER (UTILITY),13311000
India,7,Delhi,2019,WASHED COAL,POWER (UTILITY),330000
India,6,Haryana,2017,RAW COAL,OTHER,251000
India,8,Rajasthan,2012,RAW COAL,POWER (CAPTIVE),1956000
India,6,Haryana,2017,WASHED COAL,POWER (UTILITY),528000
India,8,Rajasthan,2012,WASHED COAL,POWER (UTILITY),1601000
India,6,Haryana,2018,RAW COAL,POWER (UTILITY),14509000
India,8,Rajasthan,2013,LIGNITE,OTHER,544000
India,6,Haryana,2019,RAW COAL,FERTILISERS,364000
India,8,Rajasthan,2013,LIGNITE,POWER (UTILITY),5156000
India,6,Haryana,2020,RAW COAL,POWER (CAPTIVE),11379000
India,8,Rajasthan,2013,RAW COAL,POWER (UTILITY),15854000
India,7,Delhi,2011,RAW COAL,POWER (UTILITY),1340000
India,8,Rajasthan,2014,LIGNITE,CHEMICAL,2000
India,7,Delhi,2017,MIDDLINGS,POWER (UTILITY),45000
India,8,Rajasthan,2014,RAW COAL,POWER (UTILITY),14470000
India,7,Delhi,2017,WASHED COAL,POWER (UTILITY),1139000
India,8,Rajasthan,2014,WASHED COAL,POWER (CAPTIVE),953000
India,8,Rajasthan,2011,LIGNITE,CHEMICAL,14000
India,8,Rajasthan,2016,RAW COAL,POWER (CAPTIVE),1814000
India,8,Rajasthan,2011,LIGNITE,TEXTILES & RAYONS,147000
India,8,Rajasthan,2017,LIGNITE,FERTILISERS,0
India,8,Rajasthan,2011,RAW COAL,FERTILISERS,327000
India,8,Rajasthan,2017,LIGNITE,POWER (UTILITY),1413000
India,8,Rajasthan,2012,LIGNITE,CEMENT,88000
India,8,Rajasthan,2018,LIGNITE,OTHER,751000
India,8,Rajasthan,2012,LIGNITE,POWER (UTILITY),2149000
India,8,Rajasthan,2018,RAW COAL,POWER (CAPTIVE),561000
India,8,Rajasthan,2013,LIGNITE,TEXTILES & RAYONS,64000
India,8,Rajasthan,2018,WASHED COAL,POWER (CAPTIVE),7052000
India,8,Rajasthan,2015,LIGNITE,CEMENT,201000
India,8,Rajasthan,2019,LIGNITE,POWER (UTILITY),1208000
India,8,Rajasthan,2015,LIGNITE,FERTILISERS,41000
India,9,Uttar Pradesh,2011,RAW COAL,METALLURGICAL USE- COKERIES,131000
India,8,Rajasthan,2015,LIGNITE,TEXTILES & RAYONS,45000
India,9,Uttar Pradesh,2012,RAW COAL,METALLURGICAL USE- COKERIES,69000
India,8,Rajasthan,2015,RAW COAL,TEXTILES & RAYONS,27000
India,9,Uttar Pradesh,2012,RAW COAL,POWER (UTILITY),48052000
India,8,Rajasthan,2016,RAW COAL,CEMENT,355000
India,9,Uttar Pradesh,2013,RAW COAL,CHEMICAL,18000
India,8,Rajasthan,2016,RAW COAL,OTHER,62000
India,9,Uttar Pradesh,2015,RAW COAL,FERTILISERS,234000
India,8,Rajasthan,2017,LIGNITE,BRICKS,0
India,9,Uttar Pradesh,2015,RAW COAL,POWER (UTILITY),59423000
India,8,Rajasthan,2017,LIGNITE,OTHER,448000
India,9,Uttar Pradesh,2015,WASHED COAL,POWER (UTILITY),8028000
India,8,Rajasthan,2017,WASHED COAL,POWER (UTILITY),135000
India,9,Uttar Pradesh,2016,RAW COAL,POWER (CAPTIVE),4499000
India,8,Rajasthan,2018,LIGNITE,FERTILISERS,0
India,9,Uttar Pradesh,2016,RAW COAL,SPONGE IRON,94000
India,8,Rajasthan,2018,LIGNITE,POWER (CAPTIVE),6537000
India,9,Uttar Pradesh,2017,MIDDLINGS,POWER (UTILITY),70000
India,8,Rajasthan,2018,LIGNITE,TEXTILES & RAYONS,5000
India,9,Uttar Pradesh,2017,RAW COAL,POWER (UTILITY),69345000
India,8,Rajasthan,2019,LIGNITE,POWER (CAPTIVE),6220000
India,9,Uttar Pradesh,2018,RAW COAL,POWER (UTILITY),73654000
India,8,Rajasthan,2019,RAW COAL,FERTILISERS,250000
India,9,Uttar Pradesh,2019,RAW COAL,SPONGE IRON,239000
India,8,Rajasthan,2019,RAW COAL,OTHER,277000
India,9,Uttar Pradesh,2020,RAW COAL,OTHER,6519000
India,8,Rajasthan,2019,RAW COAL,POWER (UTILITY),13383000
India,10,Bihar,2012,RAW COAL,OTHER,1000000
India,8,Rajasthan,2019,WASHED COAL,POWER (CAPTIVE),12113000
India,10,Bihar,2016,MIDDLINGS,BRICKS,1000
India,9,Uttar Pradesh,2011,RAW COAL,CHEMICAL,21000
India,10,Bihar,2018,RAW COAL,POWER (UTILITY),17889000
India,9,Uttar Pradesh,2011,RAW COAL,PULP & PAPER,22000
India,10,Bihar,2019,RAW COAL,OTHER,579000
India,9,Uttar Pradesh,2012,RAW COAL,SPONGE IRON,522000
India,10,Bihar,2019,RAW COAL,POWER (UTILITY),18337000
India,9,Uttar Pradesh,2013,RAW COAL,FERTILISERS,304000
India,10,Bihar,2020,WASHED COAL,POWER (CAPTIVE),539000
India,9,Uttar Pradesh,2014,RAW COAL,BRICKS,2710000
India,12,Arunachal Pradesh,2012,RAW COAL,OTHER,325000
India,9,Uttar Pradesh,2014,RAW COAL,CEMENT,155000
India,17,Meghalaya,2012,RAW COAL,OTHER,7206000
India,9,Uttar Pradesh,2014,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),258000
India,17,Meghalaya,2019,RAW COAL,OTHER,19000
India,9,Uttar Pradesh,2015,RAW COAL,POWER (CAPTIVE),4567000
India,17,Meghalaya,2020,RAW COAL,OTHER,107000
India,9,Uttar Pradesh,2018,WASHED COAL,POWER (UTILITY),4049000
India,18,Assam,2011,RAW COAL,PULP & PAPER,95000
India,9,Uttar Pradesh,2019,RAW COAL,FERTILISERS,87000
India,18,Assam,2018,RAW COAL,OTHER,126000
India,9,Uttar Pradesh,2019,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),215000
India,18,Assam,2019,RAW COAL,CEMENT,32000
India,10,Bihar,2013,RAW COAL,PULP & PAPER,3000
India,19,West Bengal,2011,MIDDLINGS,POWER (UTILITY),385000
India,10,Bihar,2015,RAW COAL,METALLURGICAL USE- COKERIES,14000
India,19,West Bengal,2011,RAW COAL,OTHER,1816000
India,10,Bihar,2015,RAW COAL,OTHER,661000
India,19,West Bengal,2011,RAW COAL,POWER (CAPTIVE),394000
India,10,Bihar,2015,RAW COAL,POWER (UTILITY),3046000
India,19,West Bengal,2011,RAW COAL,SPONGE IRON,1089000
India,10,Bihar,2017,RAW COAL,METALLURGICAL USE- COKERIES,41000
India,19,West Bengal,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,108000
India,12,Arunachal Pradesh,2011,RAW COAL,OTHER,263000
India,19,West Bengal,2013,RAW COAL,POWER (CAPTIVE),5503000
India,12,Arunachal Pradesh,2015,RAW COAL,OTHER,1000
India,19,West Bengal,2014,WASHED COAL,POWER (UTILITY),4000
India,17,Meghalaya,2019,RAW COAL,CEMENT,46000
India,19,West Bengal,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,108000
India,17,Meghalaya,2020,RAW COAL,POWER (CAPTIVE),11000
India,19,West Bengal,2015,RAW COAL,STEEL (BOILERS),368000
India,18,Assam,2012,RAW COAL,PULP & PAPER,41000
India,19,West Bengal,2016,MIDDLINGS,POWER (UTILITY),628000
India,18,Assam,2015,RAW COAL,OTHER,109000
India,19,West Bengal,2016,RAW COAL,SPONGE IRON,630000
India,18,Assam,2016,RAW COAL,OTHER,55000
India,19,West Bengal,2016,RAW COAL,TEXTILES & RAYONS,3000
India,18,Assam,2017,RAW COAL,CEMENT,19000
India,19,West Bengal,2016,WASHED COAL,POWER (UTILITY),495000
India,19,West Bengal,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2000
India,19,West Bengal,2017,RAW COAL,STEEL (BOILERS),56000
India,19,West Bengal,2011,RAW COAL,PULP & PAPER,72000
India,19,West Bengal,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,118000
India,19,West Bengal,2011,RAW COAL,STEEL (BOILERS),437000
India,19,West Bengal,2017,WASHED COAL,POWER (UTILITY),744000
India,19,West Bengal,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,14000
India,19,West Bengal,2018,WASHED COAL,METALLURGICAL USE- COKERIES,647000
India,19,West Bengal,2013,WASHED COAL,POWER (UTILITY),287000
India,19,West Bengal,2020,RAW COAL,POWER (CAPTIVE),49044000
India,19,West Bengal,2014,MIDDLINGS,POWER (CAPTIVE),629000
India,20,Jharkhand,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,543000
India,19,West Bengal,2014,RAW COAL,POWER (UTILITY),36508000
India,20,Jharkhand,2011,MIDDLINGS,POWER (UTILITY),2057000
India,19,West Bengal,2015,RAW COAL,POWER (UTILITY),40789000
India,20,Jharkhand,2011,RAW COAL,OTHER,4384000
India,19,West Bengal,2016,MIDDLINGS,POWER (CAPTIVE),253000
India,20,Jharkhand,2012,RAW COAL,BRICKS,59000
India,19,West Bengal,2016,RAW COAL,OTHER,1963000
India,20,Jharkhand,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,20000
India,19,West Bengal,2018,RAW COAL,TEXTILES & RAYONS,3000
India,20,Jharkhand,2012,WASHED COAL,POWER (CAPTIVE),1134000
India,19,West Bengal,2019,MIDDLINGS,STEEL (BOILERS),170000
India,20,Jharkhand,2013,MIDDLINGS,POWER (UTILITY),2490000
India,19,West Bengal,2019,RAW COAL,TEXTILES & RAYONS,2000
India,20,Jharkhand,2013,RAW COAL,OTHER,6996000
India,19,West Bengal,2020,WASHED COAL,COKERIES,547000
India,20,Jharkhand,2013,RAW COAL,POWER (UTILITY),13219000
India,20,Jharkhand,2011,RAW COAL,FERTILISERS,160000
India,20,Jharkhand,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,494000
India,20,Jharkhand,2012,RAW COAL,METALLURGICAL USE- COKERIES,23000
India,20,Jharkhand,2016,RAW COAL,COLLIERY STAFF,2000
India,20,Jharkhand,2012,RAW COAL,OTHER,6400000
India,20,Jharkhand,2016,RAW COAL,OTHER,8432000
India,20,Jharkhand,2013,RAW COAL,COLLIERY OWN - CONSUMPTION,13000
India,20,Jharkhand,2016,RAW COAL,POWER (CAPTIVE),1573000
India,20,Jharkhand,2013,RAW COAL,SPONGE IRON,1474000
India,20,Jharkhand,2017,MIDDLINGS,CEMENT,4000
India,20,Jharkhand,2014,MIDDLINGS,POWER (UTILITY),1900000
India,20,Jharkhand,2017,MIDDLINGS,OTHER,1000
India,20,Jharkhand,2014,RAW COAL,CHEMICAL,20000
India,20,Jharkhand,2017,RAW COAL,OTHER,9670000
India,20,Jharkhand,2016,MIDDLINGS,POWER (UTILITY),2494000
India,20,Jharkhand,2018,MIDDLINGS,POWER (CAPTIVE),1391000
India,20,Jharkhand,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,241000
India,20,Jharkhand,2018,RAW COAL,OTHER,11143000
India,20,Jharkhand,2018,MIDDLINGS,POWER (UTILITY),1124000
India,20,Jharkhand,2019,RAW COAL,CEMENT,10000
India,20,Jharkhand,2018,RAW COAL,CEMENT,12000
India,20,Jharkhand,2019,RAW COAL,OTHER,10115000
India,20,Jharkhand,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,29000
India,20,Jharkhand,2020,RAW COAL,BRICKS,24000
India,20,Jharkhand,2019,MIDDLINGS,POWER (UTILITY),902000
India,20,Jharkhand,2020,WASHED COAL,POWER (CAPTIVE),3154000
India,20,Jharkhand,2019,MIDDLINGS,STEEL (BOILERS),338000
India,21,Odisha,2011,MIDDLINGS,POWER (CAPTIVE),23000
India,20,Jharkhand,2020,MIDDLINGS,POWER (CAPTIVE),2647000
India,21,Odisha,2011,RAW COAL,CHEMICAL,12000
India,20,Jharkhand,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,5668000
India,21,Odisha,2011,RAW COAL,POWER (CAPTIVE),13077000
India,21,Odisha,2012,RAW COAL,POWER (CAPTIVE),12587000
India,21,Odisha,2011,RAW COAL,SPONGE IRON,4842000
India,21,Odisha,2012,WASHED COAL,METALLURGICAL USE- COKERIES,131000
India,21,Odisha,2012,RAW COAL,CEMENT,233000
India,21,Odisha,2013,RAW COAL,PULP & PAPER,154000
India,21,Odisha,2013,MIDDLINGS,POWER (CAPTIVE),82000
India,21,Odisha,2015,RAW COAL,CHEMICAL,6000
India,21,Odisha,2013,RAW COAL,CHEMICAL,12000
India,21,Odisha,2015,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),210000
India,21,Odisha,2013,RAW COAL,FERTILISERS,61000
India,21,Odisha,2015,RAW COAL,POWER (UTILITY),29628000
India,21,Odisha,2013,RAW COAL,METALLURGICAL USE- COKERIES,313000
India,21,Odisha,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,5000
India,21,Odisha,2013,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),491000
India,21,Odisha,2016,RAW COAL,SPONGE IRON,2559000
India,21,Odisha,2013,WASHED COAL,METALLURGICAL USE- COKERIES,172000
India,21,Odisha,2017,RAW COAL,METALLURGICAL USE- DIRECT FEED,80000
India,21,Odisha,2015,RAW COAL,POWER (CAPTIVE),15064000
India,21,Odisha,2017,RAW COAL,POWER (CAPTIVE),16065000
India,21,Odisha,2015,RAW COAL,STEEL (BOILERS),132000
India,21,Odisha,2017,RAW COAL,POWER (UTILITY),35989000
India,21,Odisha,2015,WASHED COAL,METALLURGICAL USE- COKERIES,85000
India,21,Odisha,2017,RAW COAL,SPONGE IRON,2216000
India,21,Odisha,2016,MIDDLINGS,STEEL (BOILERS),109000
India,21,Odisha,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,108000
India,21,Odisha,2017,RAW COAL,COLLIERY OWN - CONSUMPTION,5000
India,21,Odisha,2018,RAW COAL,PULP & PAPER,19000
India,21,Odisha,2017,RAW COAL,OTHER,22096000
India,21,Odisha,2019,WASHED COAL,METALLURGICAL USE- COKERIES,677000
India,21,Odisha,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),154000
India,21,Odisha,2019,WASHED COAL,OTHER,77000
India,21,Odisha,2017,RAW COAL,PULP & PAPER,80000
India,21,Odisha,2020,WASHED COAL,COKERIES,517000
India,21,Odisha,2018,MIDDLINGS,STEEL (BOILERS),86000
India,21,Odisha,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,197000
India,21,Odisha,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,4000
India,22,Chhattisgarh,2011,WASHED COAL,METALLURGICAL USE- COKERIES,946000
India,21,Odisha,2018,RAW COAL,OTHER,13840000
India,22,Chhattisgarh,2011,WASHED COAL,SPONGE IRON,1923000
India,21,Odisha,2018,RAW COAL,POWER (CAPTIVE),22209000
India,22,Chhattisgarh,2012,RAW COAL,SPONGE IRON,5883000
India,21,Odisha,2018,RAW COAL,SPONGE IRON,2959000
India,22,Chhattisgarh,2014,MIDDLINGS,POWER (CAPTIVE),3875000
India,21,Odisha,2019,MIDDLINGS,POWER (CAPTIVE),34000
India,22,Chhattisgarh,2014,RAW COAL,PULP & PAPER,21000
India,21,Odisha,2019,RAW COAL,CEMENT,221000
India,22,Chhattisgarh,2015,MIDDLINGS,POWER (UTILITY),488000
India,21,Odisha,2019,RAW COAL,POWER (UTILITY),31013000
India,22,Chhattisgarh,2015,RAW COAL,OTHER,138000
India,22,Chhattisgarh,2011,RAW COAL,CEMENT,1471000
India,22,Chhattisgarh,2015,WASHED COAL,POWER (CAPTIVE),1300000
India,22,Chhattisgarh,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,160000
India,22,Chhattisgarh,2017,RAW COAL,POWER (CAPTIVE),2627000
India,22,Chhattisgarh,2011,RAW COAL,POWER (UTILITY),34579000
India,22,Chhattisgarh,2017,RAW COAL,SPONGE IRON,1659000
India,22,Chhattisgarh,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,4000
India,22,Chhattisgarh,2018,RAW COAL,CEMENT,1567000
India,22,Chhattisgarh,2012,WASHED COAL,POWER (CAPTIVE),58000
India,22,Chhattisgarh,2018,RAW COAL,POWER (UTILITY),62478000
India,22,Chhattisgarh,2013,WASHED COAL,POWER (CAPTIVE),173000
India,22,Chhattisgarh,2018,WASHED COAL,POWER (UTILITY),93000
India,22,Chhattisgarh,2014,RAW COAL,POWER (UTILITY),38565000
India,23,Madhya Pradesh,2011,WASHED COAL,CEMENT,255000
India,22,Chhattisgarh,2014,WASHED COAL,METALLURGICAL USE- COKERIES,445000
India,23,Madhya Pradesh,2013,RAW COAL,POWER (UTILITY),33030000
India,22,Chhattisgarh,2015,MIDDLINGS,POWER (CAPTIVE),4066000
India,23,Madhya Pradesh,2014,RAW COAL,OTHER,1820000
India,22,Chhattisgarh,2017,WASHED COAL,POWER (UTILITY),44000
India,23,Madhya Pradesh,2015,MIDDLINGS,POWER (UTILITY),87000
India,23,Madhya Pradesh,2011,RAW COAL,COLLIERY OWN - CONSUMPTION,13000
India,23,Madhya Pradesh,2015,RAW COAL,CEMENT,1284000
India,23,Madhya Pradesh,2011,RAW COAL,SPONGE IRON,77000
India,23,Madhya Pradesh,2015,RAW COAL,METALLURGICAL USE- COKERIES,34000
India,23,Madhya Pradesh,2012,RAW COAL,TEXTILES & RAYONS,22000
India,23,Madhya Pradesh,2015,RAW COAL,PULP & PAPER,198000
India,23,Madhya Pradesh,2014,RAW COAL,CEMENT,1362000
India,23,Madhya Pradesh,2016,RAW COAL,POWER (UTILITY),57887000
India,23,Madhya Pradesh,2014,RAW COAL,METALLURGICAL USE- COKERIES,39000
India,23,Madhya Pradesh,2017,RAW COAL,POWER (CAPTIVE),18332000
India,23,Madhya Pradesh,2014,RAW COAL,POWER (CAPTIVE),3754000
India,23,Madhya Pradesh,2018,RAW COAL,OTHER,3832000
India,23,Madhya Pradesh,2014,RAW COAL,PULP & PAPER,259000
India,23,Madhya Pradesh,2018,RAW COAL,SPONGE IRON,58000
India,23,Madhya Pradesh,2016,RAW COAL,POWER (CAPTIVE),1807000
India,23,Madhya Pradesh,2019,RAW COAL,CEMENT,1063000
India,23,Madhya Pradesh,2017,RAW COAL,PULP & PAPER,118000
India,23,Madhya Pradesh,2019,RAW COAL,METALLURGICAL USE- COKERIES,41000
India,23,Madhya Pradesh,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,7000
India,23,Madhya Pradesh,2019,RAW COAL,SPONGE IRON,64000
India,23,Madhya Pradesh,2018,RAW COAL,POWER (CAPTIVE),20802000
India,24,Gujarat,2011,RAW COAL,CHEMICAL,63000
India,23,Madhya Pradesh,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,6000
India,24,Gujarat,2011,RAW COAL,POWER (UTILITY),18507000
India,23,Madhya Pradesh,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,8000
India,24,Gujarat,2013,LIGNITE,CEMENT,254000
India,23,Madhya Pradesh,2020,RAW COAL,SPONGE IRON,30000
India,24,Gujarat,2013,RAW COAL,OTHER,283000
India,24,Gujarat,2011,RAW COAL,OTHER,271000
India,24,Gujarat,2014,LIGNITE,PULP & PAPER,1215000
India,24,Gujarat,2012,LIGNITE,OTHER,2073000
India,24,Gujarat,2015,LIGNITE,PULP & PAPER,557000
India,24,Gujarat,2012,RAW COAL,CHEMICAL,66000
India,24,Gujarat,2015,RAW COAL,CEMENT,12000
India,24,Gujarat,2012,RAW COAL,PULP & PAPER,5000
India,24,Gujarat,2017,LIGNITE,SPONGE IRON,38000
India,24,Gujarat,2013,LIGNITE,BRICKS,857000
India,24,Gujarat,2017,RAW COAL,POWER (CAPTIVE),65000
India,24,Gujarat,2013,LIGNITE,FERTILISERS,1000
India,24,Gujarat,2018,LIGNITE,FERTILISERS,1000
India,24,Gujarat,2014,LIGNITE,POWER (UTILITY),6264000
India,24,Gujarat,2018,LIGNITE,OTHER,1523000
India,24,Gujarat,2014,LIGNITE,STEEL (BOILERS),4000
India,24,Gujarat,2018,LIGNITE,PULP & PAPER,704000
India,24,Gujarat,2015,LIGNITE,OTHER,882000
India,24,Gujarat,2018,RAW COAL,METALLURGICAL USE- DIRECT FEED,52000
India,24,Gujarat,2015,LIGNITE,TEXTILES & RAYONS,2841000
India,24,Gujarat,2019,LIGNITE,CEMENT,286000
India,24,Gujarat,2015,RAW COAL,FERTILISERS,789000
India,24,Gujarat,2019,LIGNITE,POWER (CAPTIVE),7294000
India,24,Gujarat,2015,RAW COAL,POWER (CAPTIVE),485000
India,24,Gujarat,2019,RAW COAL,OTHER,256000
India,24,Gujarat,2016,LIGNITE,PULP & PAPER,384000
India,24,Gujarat,2020,LIGNITE,TEXTILES & RAYONS,122000
India,24,Gujarat,2016,RAW COAL,CHEMICAL,39000
India,27,Maharashtra,2012,RAW COAL,CEMENT,1796000
India,24,Gujarat,2016,RAW COAL,POWER (UTILITY),16166000
India,27,Maharashtra,2013,RAW COAL,POWER (UTILITY),34997000
India,24,Gujarat,2017,LIGNITE,POWER (CAPTIVE),6890000
India,27,Maharashtra,2015,WASHED COAL,OTHER,64000
India,24,Gujarat,2017,RAW COAL,FERTILISERS,502000
India,27,Maharashtra,2016,RAW COAL,OTHER,4956000
India,24,Gujarat,2017,RAW COAL,TEXTILES & RAYONS,25000
India,27,Maharashtra,2016,RAW COAL,PULP & PAPER,273000
India,24,Gujarat,2018,LIGNITE,BRICKS,371000
India,27,Maharashtra,2017,RAW COAL,SPONGE IRON,295000
India,24,Gujarat,2018,RAW COAL,CEMENT,4000
India,27,Maharashtra,2018,RAW COAL,OTHER,4357000
India,24,Gujarat,2018,RAW COAL,TEXTILES & RAYONS,28000
India,27,Maharashtra,2018,RAW COAL,POWER (UTILITY),56360000
India,24,Gujarat,2019,LIGNITE,CHEMICAL,324000
India,27,Maharashtra,2018,RAW COAL,PULP & PAPER,416000
India,24,Gujarat,2019,LIGNITE,SPONGE IRON,48000
India,27,Maharashtra,2020,RAW COAL,POWER (CAPTIVE),63019000
India,24,Gujarat,2020,LIGNITE,CEMENT,144000
India,28,Andhra Pradesh,2011,RAW COAL,OTHER,1737602.386
India,24,Gujarat,2020,LIGNITE,CHEMICAL,298000
India,28,Andhra Pradesh,2011,WASHED COAL,BRICKS,1815.044275
India,27,Maharashtra,2011,RAW COAL,PULP & PAPER,283000
India,28,Andhra Pradesh,2011,WASHED COAL,METALLURGICAL USE- COKERIES,232930.682
India,27,Maharashtra,2011,RAW COAL,SPONGE IRON,720000
India,28,Andhra Pradesh,2012,RAW COAL,TEXTILES & RAYONS,15125.36896
India,27,Maharashtra,2011,RAW COAL,TEXTILES & RAYONS,55000
India,28,Andhra Pradesh,2014,RAW COAL,SPONGE IRON,264391.4494
India,27,Maharashtra,2012,RAW COAL,TEXTILES & RAYONS,59000
India,28,Andhra Pradesh,2015,RAW COAL,BRICKS,4000
India,27,Maharashtra,2014,RAW COAL,POWER (CAPTIVE),867000
India,28,Andhra Pradesh,2016,RAW COAL,CEMENT,471000
India,27,Maharashtra,2014,WASHED COAL,POWER (CAPTIVE),61000
India,28,Andhra Pradesh,2016,RAW COAL,CHEMICAL,60000
India,27,Maharashtra,2017,RAW COAL,TEXTILES & RAYONS,25000
India,28,Andhra Pradesh,2016,RAW COAL,POWER (UTILITY),29155000
India,27,Maharashtra,2018,RAW COAL,SPONGE IRON,601000
India,28,Andhra Pradesh,2018,WASHED COAL,POWER (UTILITY),16000
India,27,Maharashtra,2019,RAW COAL,PULP & PAPER,436000
India,28,Andhra Pradesh,2019,RAW COAL,PULP & PAPER,181000
India,27,Maharashtra,2019,RAW COAL,TEXTILES & RAYONS,80000
India,28,Andhra Pradesh,2020,RAW COAL,CEMENT,214000
India,28,Andhra Pradesh,2011,RAW COAL,SPONGE IRON,496717.1167
India,28,Andhra Pradesh,2020,WASHED COAL,POWER (CAPTIVE),289000
India,28,Andhra Pradesh,2011,RAW COAL,TEXTILES & RAYONS,18755.45751
India,29,Karnataka,2011,WASHED COAL,CEMENT,45000
India,28,Andhra Pradesh,2011,WASHED COAL,SPONGE IRON,3025.073792
India,29,Karnataka,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,2000
India,28,Andhra Pradesh,2012,RAW COAL,CEMENT,2501736.026
India,29,Karnataka,2012,RAW COAL,SPONGE IRON,491000
India,28,Andhra Pradesh,2012,RAW COAL,CHEMICAL,131288.2026
India,29,Karnataka,2013,RAW COAL,POWER (CAPTIVE),3643000
India,28,Andhra Pradesh,2012,WASHED COAL,METALLURGICAL USE- COKERIES,284961.9512
India,29,Karnataka,2014,RAW COAL,CHEMICAL,7000
India,28,Andhra Pradesh,2013,RAW COAL,PULP & PAPER,522732.7513
India,29,Karnataka,2016,RAW COAL,POWER (CAPTIVE),663000
India,28,Andhra Pradesh,2013,WASHED COAL,METALLURGICAL USE- COKERIES,314607.6744
India,29,Karnataka,2019,RAW COAL,OTHER,60000
